"Indicator Name","Indicator Code","Country Name","Country Code","Year","Value","Disaggregation"
"Female share of graduates in Information and Communication Technologies programmes, tertiary (%)","UIS.FGP.5T8.F600","Honduras","HND","2003","54.902",""
"Female share of graduates in Information and Communication Technologies programmes, tertiary (%)","UIS.FGP.5T8.F600","Hong Kong SAR, China","HKG","2006","20.457",""
"Female share of graduates in Information and Communication Technologies programmes, tertiary (%)","UIS.FGP.5T8.F600","Hong Kong SAR, China","HKG","2005","21.870",""
"Female share of graduates in Information and Communication Technologies programmes, tertiary (%)","UIS.FGP.5T8.F600","Hong Kong SAR, China","HKG","2004","22.337",""
"Female share of graduates in Information and Communication Technologies programmes, tertiary (%)","UIS.FGP.5T8.F600","Hong Kong SAR, China","HKG","2003","26.152",""
"Female share of graduates in Information and Communication Technologies programmes, tertiary (%)","UIS.FGP.5T8.F600","Hungary","HUN","2017","16.703",""
"Female share of graduates in Information and Communication Technologies programmes, tertiary (%)","UIS.FGP.5T8.F600","Hungary","HUN","2016","18.818",""
"Female share of graduates in Information and Communication Technologies programmes, tertiary (%)","UIS.FGP.5T8.F600","Hungary","HUN","2015","23.333",""
"Female share of graduates in Information and Communication Technologies programmes, tertiary (%)","UIS.FGP.5T8.F600","Hungary","HUN","2014","17.764",""
"Female share of graduates in Information and Communication Technologies programmes, tertiary (%)","UIS.FGP.5T8.F600","Hungary","HUN","2013","17.083",""
"Female share of graduates in Information and Communication Technologies programmes, tertiary (%)","UIS.FGP.5T8.F600","Hungary","HUN","2012","16.795",""
"Female share of graduates in Information and Communication Technologies programmes, tertiary (%)","UIS.FGP.5T8.F600","Hungary","HUN","2011","15.370",""
"Female share of graduates in Information and Communication Technologies programmes, tertiary (%)","UIS.FGP.5T8.F600","Hungary","HUN","2010","18.019",""
"Female share of graduates in Information and Communication Technologies programmes, tertiary (%)","UIS.FGP.5T8.F600","Hungary","HUN","2009","19.316",""
"Female share of graduates in Information and Communication Technologies programmes, tertiary (%)","UIS.FGP.5T8.F600","Hungary","HUN","2008","20.530",""
"Female share of graduates in Information and Communication Technologies programmes, tertiary (%)","UIS.FGP.5T8.F600","Hungary","HUN","2006","19.390",""
"Female share of graduates in Information and Communication Technologies programmes, tertiary (%)","UIS.FGP.5T8.F600","Hungary","HUN","2005","29.439",""
"Female share of graduates in Information and Communication Technologies programmes, tertiary (%)","UIS.FGP.5T8.F600","Hungary","HUN","2004","28.225",""
"Female share of graduates in Information and Communication Technologies programmes, tertiary (%)","UIS.FGP.5T8.F600","Hungary","HUN","2003","22.359",""
"Female share of graduates in Information and Communication Technologies programmes, tertiary (%)","UIS.FGP.5T8.F600","Hungary","HUN","2002","18.728",""
"Female share of graduates in Information and Communication Technologies programmes, tertiary (%)","UIS.FGP.5T8.F600","Hungary","HUN","2001","21.109",""
"Female share of graduates in Information and Communication Technologies programmes, tertiary (%)","UIS.FGP.5T8.F600","Hungary","HUN","2000","15.631",""
"Female share of graduates in Information and Communication Technologies programmes, tertiary (%)","UIS.FGP.5T8.F600","Hungary","HUN","1999","14.311",""
"Female share of graduates in Information and Communication Technologies programmes, tertiary (%)","UIS.FGP.5T8.F600","Iceland","ISL","2012","12.963",""
"Female share of graduates in Information and Communication Technologies programmes, tertiary (%)","UIS.FGP.5T8.F600","Iceland","ISL","2010","20.513",""
"Female share of graduates in Information and Communication Technologies programmes, tertiary (%)","UIS.FGP.5T8.F600","Iceland","ISL","2009","20.000",""
"Female share of graduates in Information and Communication Technologies programmes, tertiary (%)","UIS.FGP.5T8.F600","Iceland","ISL","2008","11.364",""
"Female share of graduates in Information and Communication Technologies programmes, tertiary (%)","UIS.FGP.5T8.F600","Iceland","ISL","2007","17.857",""
"Female share of graduates in Information and Communication Technologies programmes, tertiary (%)","UIS.FGP.5T8.F600","Iceland","ISL","2006","16.667",""
"Female share of graduates in Information and Communication Technologies programmes, tertiary (%)","UIS.FGP.5T8.F600","Iceland","ISL","2005","23.148",""
"Female share of graduates in Information and Communication Technologies programmes, tertiary (%)","UIS.FGP.5T8.F600","Iceland","ISL","2004","27.811",""
"Female share of graduates in Information and Communication Technologies programmes, tertiary (%)","UIS.FGP.5T8.F600","Iceland","ISL","2003","28.082",""
"Female share of graduates in Information and Communication Technologies programmes, tertiary (%)","UIS.FGP.5T8.F600","Iceland","ISL","2002","23.729",""
"Female share of graduates in Information and Communication Technologies programmes, tertiary (%)","UIS.FGP.5T8.F600","Iceland","ISL","2001","23.077",""
"Female share of graduates in Information and Communication Technologies programmes, tertiary (%)","UIS.FGP.5T8.F600","Iceland","ISL","2000","29.134",""
"Female share of graduates in Information and Communication Technologies programmes, tertiary (%)","UIS.FGP.5T8.F600","Iceland","ISL","1999","21.250",""
"Female share of graduates in Information and Communication Technologies programmes, tertiary (%)","UIS.FGP.5T8.F600","India","IND","2018","46.328",""
"Female share of graduates in Information and Communication Technologies programmes, tertiary (%)","UIS.FGP.5T8.F600","India","IND","2017","50.118",""
"Female share of graduates in Information and Communication Technologies programmes, tertiary (%)","UIS.FGP.5T8.F600","India","IND","2016","46.321",""
"Female share of graduates in Information and Communication Technologies programmes, tertiary (%)","UIS.FGP.5T8.F600","India","IND","2015","44.571",""
"Female share of graduates in Information and Communication Technologies programmes, tertiary (%)","UIS.FGP.5T8.F600","India","IND","2014","44.211",""
"Female share of graduates in Information and Communication Technologies programmes, tertiary (%)","UIS.FGP.5T8.F600","India","IND","2013","44.754",""
"Female share of graduates in Information and Communication Technologies programmes, tertiary (%)","UIS.FGP.5T8.F600","Indonesia","IDN","2018","34.671",""
"Female share of graduates in Information and Communication Technologies programmes, tertiary (%)","UIS.FGP.5T8.F600","Indonesia","IDN","2017","35.626",""
"Female share of graduates in Information and Communication Technologies programmes, tertiary (%)","UIS.FGP.5T8.F600","Indonesia","IDN","2016","34.840",""
"Female share of graduates in Information and Communication Technologies programmes, tertiary (%)","UIS.FGP.5T8.F600","Indonesia","IDN","2015","35.300",""
"Female share of graduates in Information and Communication Technologies programmes, tertiary (%)","UIS.FGP.5T8.F600","Indonesia","IDN","2014","35.977",""
"Female share of graduates in Information and Communication Technologies programmes, tertiary (%)","UIS.FGP.5T8.F600","Iran, Islamic Rep.","IRN","2017","39.110",""
"Female share of graduates in Information and Communication Technologies programmes, tertiary (%)","UIS.FGP.5T8.F600","Iran, Islamic Rep.","IRN","2016","42.390",""
"Female share of graduates in Information and Communication Technologies programmes, tertiary (%)","UIS.FGP.5T8.F600","Iran, Islamic Rep.","IRN","2012","53.827",""
"Female share of graduates in Information and Communication Technologies programmes, tertiary (%)","UIS.FGP.5T8.F600","Iran, Islamic Rep.","IRN","2011","61.214",""
"Female share of graduates in Information and Communication Technologies programmes, tertiary (%)","UIS.FGP.5T8.F600","Iran, Islamic Rep.","IRN","2009","54.553",""
"Female share of graduates in Information and Communication Technologies programmes, tertiary (%)","UIS.FGP.5T8.F600","Iran, Islamic Rep.","IRN","2007","52.778",""
"Female share of graduates in Information and Communication Technologies programmes, tertiary (%)","UIS.FGP.5T8.F600","Iran, Islamic Rep.","IRN","2006","42.784",""
"Female share of graduates in Information and Communication Technologies programmes, tertiary (%)","UIS.FGP.5T8.F600","Iran, Islamic Rep.","IRN","2005","52.778",""
"Female share of graduates in Information and Communication Technologies programmes, tertiary (%)","UIS.FGP.5T8.F600","Iran, Islamic Rep.","IRN","2004","45.896",""
"Female share of graduates in Information and Communication Technologies programmes, tertiary (%)","UIS.FGP.5T8.F600","Iraq","IRQ","2004","40.252",""
"Female share of graduates in Information and Communication Technologies programmes, tertiary (%)","UIS.FGP.5T8.F600","Ireland","IRL","2016","20.851",""
"Female share of graduates in Information and Communication Technologies programmes, tertiary (%)","UIS.FGP.5T8.F600","Ireland","IRL","2015","20.276",""
"Female share of graduates in Information and Communication Technologies programmes, tertiary (%)","UIS.FGP.5T8.F600","Ireland","IRL","2014","19.576",""
"Female share of graduates in Information and Communication Technologies programmes, tertiary (%)","UIS.FGP.5T8.F600","Ireland","IRL","2013","19.940",""
"Female share of graduates in Information and Communication Technologies programmes, tertiary (%)","UIS.FGP.5T8.F600","Ireland","IRL","2012","40.538",""
"Female share of graduates in Information and Communication Technologies programmes, tertiary (%)","UIS.FGP.5T8.F600","Ireland","IRL","2010","22.264",""
"Female share of graduates in Information and Communication Technologies programmes, tertiary (%)","UIS.FGP.5T8.F600","Ireland","IRL","2009","24.728",""
"Female share of graduates in Information and Communication Technologies programmes, tertiary (%)","UIS.FGP.5T8.F600","Ireland","IRL","2004","32.633",""
"Female share of graduates in Information and Communication Technologies programmes, tertiary (%)","UIS.FGP.5T8.F600","Ireland","IRL","2003","36.786",""
"Female share of graduates in Information and Communication Technologies programmes, tertiary (%)","UIS.FGP.5T8.F600","Ireland","IRL","2002","37.733",""
"Female share of graduates in Information and Communication Technologies programmes, tertiary (%)","UIS.FGP.5T8.F600","Ireland","IRL","2001","40.338",""
"Female share of graduates in Information and Communication Technologies programmes, tertiary (%)","UIS.FGP.5T8.F600","Ireland","IRL","2000","45.719",""
"Female share of graduates in Information and Communication Technologies programmes, tertiary (%)","UIS.FGP.5T8.F600","Ireland","IRL","1999","44.703",""
"Female share of graduates in Information and Communication Technologies programmes, tertiary (%)","UIS.FGP.5T8.F600","Ireland","IRL","1998","45.960",""
"Female share of graduates in Information and Communication Technologies programmes, tertiary (%)","UIS.FGP.5T8.F600","Italy","ITA","2016","16.121",""
"Female share of graduates in Information and Communication Technologies programmes, tertiary (%)","UIS.FGP.5T8.F600","Italy","ITA","2015","19.597",""
"Female share of graduates in Information and Communication Technologies programmes, tertiary (%)","UIS.FGP.5T8.F600","Italy","ITA","2014","16.264",""
"Female share of graduates in Information and Communication Technologies programmes, tertiary (%)","UIS.FGP.5T8.F600","Italy","ITA","2013","16.667",""
"Female share of graduates in Information and Communication Technologies programmes, tertiary (%)","UIS.FGP.5T8.F600","Italy","ITA","2012","25.456",""
"Female share of graduates in Information and Communication Technologies programmes, tertiary (%)","UIS.FGP.5T8.F600","Italy","ITA","2011","23.468",""
"Female share of graduates in Information and Communication Technologies programmes, tertiary (%)","UIS.FGP.5T8.F600","Italy","ITA","2008","23.108",""
"Female share of graduates in Information and Communication Technologies programmes, tertiary (%)","UIS.FGP.5T8.F600","Italy","ITA","2007","21.235",""
"Female share of graduates in Information and Communication Technologies programmes, tertiary (%)","UIS.FGP.5T8.F600","Italy","ITA","2006","21.691",""
"Female share of graduates in Information and Communication Technologies programmes, tertiary (%)","UIS.FGP.5T8.F600","Italy","ITA","2005","19.825",""
"Female share of graduates in Information and Communication Technologies programmes, tertiary (%)","UIS.FGP.5T8.F600","Italy","ITA","2004","23.260",""
"Female share of graduates in Information and Communication Technologies programmes, tertiary (%)","UIS.FGP.5T8.F600","Italy","ITA","2003","21.223",""
"Female share of graduates in Information and Communication Technologies programmes, tertiary (%)","UIS.FGP.5T8.F600","Italy","ITA","2002","20.769",""
"Female share of graduates in Information and Communication Technologies programmes, tertiary (%)","UIS.FGP.5T8.F600","Italy","ITA","2001","22.515",""
"Female share of graduates in Information and Communication Technologies programmes, tertiary (%)","UIS.FGP.5T8.F600","Italy","ITA","2000","27.122",""
"Female share of graduates in Information and Communication Technologies programmes, tertiary (%)","UIS.FGP.5T8.F600","Italy","ITA","1999","26.878",""
"Female share of graduates in Information and Communication Technologies programmes, tertiary (%)","UIS.FGP.5T8.F600","Italy","ITA","1998","28.610",""
"Female share of graduates in Information and Communication Technologies programmes, tertiary (%)","UIS.FGP.5T8.F600","Jordan","JOR","2011","60.279",""
"Female share of graduates in Information and Communication Technologies programmes, tertiary (%)","UIS.FGP.5T8.F600","Jordan","JOR","2007","25.000",""
"Female share of graduates in Information and Communication Technologies programmes, tertiary (%)","UIS.FGP.5T8.F600","Kazakhstan","KAZ","2019","30.396",""
"Female share of graduates in Information and Communication Technologies programmes, tertiary (%)","UIS.FGP.5T8.F600","Kazakhstan","KAZ","2018","34.469",""
"Female share of graduates in Information and Communication Technologies programmes, tertiary (%)","UIS.FGP.5T8.F600","Kazakhstan","KAZ","2017","39.402",""
"Female share of graduates in Information and Communication Technologies programmes, tertiary (%)","UIS.FGP.5T8.F600","Kazakhstan","KAZ","2016","38.023",""
"Female share of graduates in Information and Communication Technologies programmes, tertiary (%)","UIS.FGP.5T8.F600","Kenya","KEN","2016","30.103",""
"Female share of graduates in Information and Communication Technologies programmes, tertiary (%)","UIS.FGP.5T8.F600","Kenya","KEN","2001","26.761",""
"Female share of graduates in Information and Communication Technologies programmes, tertiary (%)","UIS.FGP.5T8.F600","Kenya","KEN","2000","21.895",""
"Female share of graduates in Information and Communication Technologies programmes, tertiary (%)","UIS.FGP.5T8.F600","Korea, Dem. People's Rep.","PRK","2015","36.297",""
"Female share of graduates in Information and Communication Technologies programmes, tertiary (%)","UIS.FGP.5T8.F600","Korea, Rep.","KOR","2017","24.322",""
"Female share of graduates in Information and Communication Technologies programmes, tertiary (%)","UIS.FGP.5T8.F600","Korea, Rep.","KOR","2016","28.629",""
"Female share of graduates in Information and Communication Technologies programmes, tertiary (%)","UIS.FGP.5T8.F600","Korea, Rep.","KOR","2015","27.338",""
"Female share of graduates in Information and Communication Technologies programmes, tertiary (%)","UIS.FGP.5T8.F600","Korea, Rep.","KOR","2014","25.992",""
"Female share of graduates in Information and Communication Technologies programmes, tertiary (%)","UIS.FGP.5T8.F600","Korea, Rep.","KOR","2013","25.022",""
"Female share of graduates in Information and Communication Technologies programmes, tertiary (%)","UIS.FGP.5T8.F600","Korea, Rep.","KOR","2012","25.285",""
"Female share of graduates in Information and Communication Technologies programmes, tertiary (%)","UIS.FGP.5T8.F600","Korea, Rep.","KOR","2011","23.336",""
"Female share of graduates in Information and Communication Technologies programmes, tertiary (%)","UIS.FGP.5T8.F600","Korea, Rep.","KOR","2009","23.299",""
"Female share of graduates in Information and Communication Technologies programmes, tertiary (%)","UIS.FGP.5T8.F600","Korea, Rep.","KOR","2008","21.262",""
"Female share of graduates in Information and Communication Technologies programmes, tertiary (%)","UIS.FGP.5T8.F600","Korea, Rep.","KOR","2007","24.154",""
"Female share of graduates in Information and Communication Technologies programmes, tertiary (%)","UIS.FGP.5T8.F600","Korea, Rep.","KOR","2006","28.348",""
"Female share of graduates in Information and Communication Technologies programmes, tertiary (%)","UIS.FGP.5T8.F600","Korea, Rep.","KOR","2005","34.272",""
"Female share of graduates in Information and Communication Technologies programmes, tertiary (%)","UIS.FGP.5T8.F600","Korea, Rep.","KOR","2004","38.044",""
"Female share of graduates in Information and Communication Technologies programmes, tertiary (%)","UIS.FGP.5T8.F600","Korea, Rep.","KOR","2003","46.890",""
"Female share of graduates in Information and Communication Technologies programmes, tertiary (%)","UIS.FGP.5T8.F600","Korea, Rep.","KOR","2002","38.871",""
"Female share of graduates in Information and Communication Technologies programmes, tertiary (%)","UIS.FGP.5T8.F600","Korea, Rep.","KOR","2001","36.339",""
"Female share of graduates in Information and Communication Technologies programmes, tertiary (%)","UIS.FGP.5T8.F600","Korea, Rep.","KOR","2000","45.714",""
"Female share of graduates in Information and Communication Technologies programmes, tertiary (%)","UIS.FGP.5T8.F600","Korea, Rep.","KOR","1999","48.728",""
"Female share of graduates in Information and Communication Technologies programmes, tertiary (%)","UIS.FGP.5T8.F600","Korea, Rep.","KOR","1998","42.176",""
"Female share of graduates in Information and Communication Technologies programmes, tertiary (%)","UIS.FGP.5T8.F600","Kyrgyz Republic","KGZ","2018","47.426",""
"Female share of graduates in Information and Communication Technologies programmes, tertiary (%)","UIS.FGP.5T8.F600","Kyrgyz Republic","KGZ","2017","44.960",""
"Female share of graduates in Information and Communication Technologies programmes, tertiary (%)","UIS.FGP.5T8.F600","Kyrgyz Republic","KGZ","2016","43.213",""
"Female share of graduates in Information and Communication Technologies programmes, tertiary (%)","UIS.FGP.5T8.F600","Kyrgyz Republic","KGZ","2015","43.257",""
"Female share of graduates in Information and Communication Technologies programmes, tertiary (%)","UIS.FGP.5T8.F600","Kyrgyz Republic","KGZ","2012","46.480",""
"Female share of graduates in Information and Communication Technologies programmes, tertiary (%)","UIS.FGP.5T8.F600","Kyrgyz Republic","KGZ","2011","51.052",""
"Female share of graduates in Information and Communication Technologies programmes, tertiary (%)","UIS.FGP.5T8.F600","Kyrgyz Republic","KGZ","2010","43.888",""
"Female share of graduates in Information and Communication Technologies programmes, tertiary (%)","UIS.FGP.5T8.F600","Kyrgyz Republic","KGZ","2009","42.253",""
"Female share of graduates in Information and Communication Technologies programmes, tertiary (%)","UIS.FGP.5T8.F600","Kyrgyz Republic","KGZ","2008","44.883",""
"Female share of graduates in Information and Communication Technologies programmes, tertiary (%)","UIS.FGP.5T8.F600","Kyrgyz Republic","KGZ","2007","41.511",""
"Female share of graduates in Information and Communication Technologies programmes, tertiary (%)","UIS.FGP.5T8.F600","Kyrgyz Republic","KGZ","2006","47.439",""
"Female share of graduates in Information and Communication Technologies programmes, tertiary (%)","UIS.FGP.5T8.F600","Kyrgyz Republic","KGZ","2005","56.618",""
"Female share of graduates in Information and Communication Technologies programmes, tertiary (%)","UIS.FGP.5T8.F600","Kyrgyz Republic","KGZ","2004","45.291",""
"Female share of graduates in Information and Communication Technologies programmes, tertiary (%)","UIS.FGP.5T8.F600","Kyrgyz Republic","KGZ","2003","43.266",""
"Female share of graduates in Information and Communication Technologies programmes, tertiary (%)","UIS.FGP.5T8.F600","Kyrgyz Republic","KGZ","2002","41.615",""
"Female share of graduates in Information and Communication Technologies programmes, tertiary (%)","UIS.FGP.5T8.F600","Kyrgyz Republic","KGZ","2001","42.857",""
"Female share of graduates in Information and Communication Technologies programmes, tertiary (%)","UIS.FGP.5T8.F600","Kyrgyz Republic","KGZ","1999","40.000",""
"Female share of graduates in Information and Communication Technologies programmes, tertiary (%)","UIS.FGP.5T8.F600","Lao PDR","LAO","2018","40.822",""
"Female share of graduates in Information and Communication Technologies programmes, tertiary (%)","UIS.FGP.5T8.F600","Lao PDR","LAO","2017","35.079",""
"Female share of graduates in Information and Communication Technologies programmes, tertiary (%)","UIS.FGP.5T8.F600","Lao PDR","LAO","2016","28.886",""
"Female share of graduates in Information and Communication Technologies programmes, tertiary (%)","UIS.FGP.5T8.F600","Lao PDR","LAO","2015","30.006",""
"Female share of graduates in Information and Communication Technologies programmes, tertiary (%)","UIS.FGP.5T8.F600","Lao PDR","LAO","2012","33.932",""
"Female share of graduates in Information and Communication Technologies programmes, tertiary (%)","UIS.FGP.5T8.F600","Lao PDR","LAO","2011","40.976",""
"Female share of graduates in Information and Communication Technologies programmes, tertiary (%)","UIS.FGP.5T8.F600","Lao PDR","LAO","2009","26.344",""
"Female share of graduates in Information and Communication Technologies programmes, tertiary (%)","UIS.FGP.5T8.F600","Latvia","LVA","2017","22.683",""
"Female share of graduates in Information and Communication Technologies programmes, tertiary (%)","UIS.FGP.5T8.F600","Latvia","LVA","2016","23.684",""
"Female share of graduates in Information and Communication Technologies programmes, tertiary (%)","UIS.FGP.5T8.F600","Latvia","LVA","2015","20.612",""
"Female share of graduates in Information and Communication Technologies programmes, tertiary (%)","UIS.FGP.5T8.F600","Latvia","LVA","2014","22.271",""
"Female share of graduates in Information and Communication Technologies programmes, tertiary (%)","UIS.FGP.5T8.F600","Latvia","LVA","2013","23.205",""
"Female share of graduates in Information and Communication Technologies programmes, tertiary (%)","UIS.FGP.5T8.F600","Latvia","LVA","2012","21.046",""
"Female share of graduates in Information and Communication Technologies programmes, tertiary (%)","UIS.FGP.5T8.F600","Latvia","LVA","2011","21.241",""
"Female share of graduates in Information and Communication Technologies programmes, tertiary (%)","UIS.FGP.5T8.F600","Latvia","LVA","2010","19.534",""
"Female share of graduates in Information and Communication Technologies programmes, tertiary (%)","UIS.FGP.5T8.F600","Latvia","LVA","2009","21.114",""
"Female share of graduates in Information and Communication Technologies programmes, tertiary (%)","UIS.FGP.5T8.F600","Latvia","LVA","2008","21.701",""
"Female share of graduates in Information and Communication Technologies programmes, tertiary (%)","UIS.FGP.5T8.F600","Latvia","LVA","2007","25.472",""
"Female share of graduates in Information and Communication Technologies programmes, tertiary (%)","UIS.FGP.5T8.F600","Latvia","LVA","2006","25.000",""
"Female share of graduates in Information and Communication Technologies programmes, tertiary (%)","UIS.FGP.5T8.F600","Latvia","LVA","2005","25.599",""
"Female share of graduates in Information and Communication Technologies programmes, tertiary (%)","UIS.FGP.5T8.F600","Latvia","LVA","2004","24.970",""
"Female share of graduates in Information and Communication Technologies programmes, tertiary (%)","UIS.FGP.5T8.F600","Latvia","LVA","2003","31.324",""
"Female share of graduates in Information and Communication Technologies programmes, tertiary (%)","UIS.FGP.5T8.F600","Latvia","LVA","2002","34.909",""
"Female share of graduates in Information and Communication Technologies programmes, tertiary (%)","UIS.FGP.5T8.F600","Latvia","LVA","2001","43.173",""
"Female share of graduates in Information and Communication Technologies programmes, tertiary (%)","UIS.FGP.5T8.F600","Latvia","LVA","2000","35.531",""
"Female share of graduates in Information and Communication Technologies programmes, tertiary (%)","UIS.FGP.5T8.F600","Latvia","LVA","1999","28.612",""
"Female share of graduates in Information and Communication Technologies programmes, tertiary (%)","UIS.FGP.5T8.F600","Lebanon","LBN","2011","30.659",""
"Female share of graduates in Information and Communication Technologies programmes, tertiary (%)","UIS.FGP.5T8.F600","Lebanon","LBN","2010","23.631",""
"Female share of graduates in Information and Communication Technologies programmes, tertiary (%)","UIS.FGP.5T8.F600","Lebanon","LBN","2009","29.586",""
"Female share of graduates in Information and Communication Technologies programmes, tertiary (%)","UIS.FGP.5T8.F600","Lebanon","LBN","2008","27.553",""
"Female share of graduates in Information and Communication Technologies programmes, tertiary (%)","UIS.FGP.5T8.F600","Lebanon","LBN","2007","27.265",""
"Female share of graduates in Information and Communication Technologies programmes, tertiary (%)","UIS.FGP.5T8.F600","Lebanon","LBN","2006","27.345",""
"Female share of graduates in Information and Communication Technologies programmes, tertiary (%)","UIS.FGP.5T8.F600","Lebanon","LBN","2005","24.883",""
"Female share of graduates in Information and Communication Technologies programmes, tertiary (%)","UIS.FGP.5T8.F600","Lebanon","LBN","2004","38.936",""
"Female share of graduates in Information and Communication Technologies programmes, tertiary (%)","UIS.FGP.5T8.F600","Lebanon","LBN","2002","41.363",""
"Female share of graduates in Information and Communication Technologies programmes, tertiary (%)","UIS.FGP.5T8.F600","Lebanon","LBN","2001","45.032",""
"Female share of graduates in Information and Communication Technologies programmes, tertiary (%)","UIS.FGP.5T8.F600","Lebanon","LBN","2000","34.008",""
"Female share of graduates in Information and Communication Technologies programmes, tertiary (%)","UIS.FGP.5T8.F600","Lesotho","LSO","2018","31.250",""
"Female share of graduates in Information and Communication Technologies programmes, tertiary (%)","UIS.FGP.5T8.F600","Lesotho","LSO","2015","23.358",""
"Female share of graduates in Information and Communication Technologies programmes, tertiary (%)","UIS.FGP.5T8.F600","Lesotho","LSO","2012","25.532",""
"Female share of graduates in Information and Communication Technologies programmes, tertiary (%)","UIS.FGP.5T8.F600","Liberia","LBR","2000","86.719",""
"Female share of graduates in Information and Communication Technologies programmes, tertiary (%)","UIS.FGP.5T8.F600","Liechtenstein","LIE","2011","5.882",""
"Female share of graduates in Information and Communication Technologies programmes, tertiary (%)","UIS.FGP.5T8.F600","Liechtenstein","LIE","2003","18.182",""
"Female share of graduates in Information and Communication Technologies programmes, tertiary (%)","UIS.FGP.5T8.F600","Lithuania","LTU","2017","16.842",""
"Female share of graduates in Information and Communication Technologies programmes, tertiary (%)","UIS.FGP.5T8.F600","Lithuania","LTU","2016","11.647",""
"Female share of graduates in Information and Communication Technologies programmes, tertiary (%)","UIS.FGP.5T8.F600","Lithuania","LTU","2015","13.799",""
"Female share of graduates in Information and Communication Technologies programmes, tertiary (%)","UIS.FGP.5T8.F600","Lithuania","LTU","2014","16.189",""
"Female share of graduates in Information and Communication Technologies programmes, tertiary (%)","UIS.FGP.5T8.F600","Lithuania","LTU","2013","15.877",""
"Female share of graduates in Information and Communication Technologies programmes, tertiary (%)","UIS.FGP.5T8.F600","Lithuania","LTU","2012","17.264",""
"Female share of graduates in Information and Communication Technologies programmes, tertiary (%)","UIS.FGP.5T8.F600","Lithuania","LTU","2011","17.354",""
"Female share of graduates in Information and Communication Technologies programmes, tertiary (%)","UIS.FGP.5T8.F600","Lithuania","LTU","2010","17.280",""
"Female share of graduates in Information and Communication Technologies programmes, tertiary (%)","UIS.FGP.5T8.F600","Lithuania","LTU","2009","17.172",""
"Female share of graduates in Information and Communication Technologies programmes, tertiary (%)","UIS.FGP.5T8.F600","Lithuania","LTU","2008","20.551",""
"Female share of graduates in Information and Communication Technologies programmes, tertiary (%)","UIS.FGP.5T8.F600","Lithuania","LTU","2007","21.521",""
"Female share of graduates in Information and Communication Technologies programmes, tertiary (%)","UIS.FGP.5T8.F600","Lithuania","LTU","2006","22.883",""
"Female share of graduates in Information and Communication Technologies programmes, tertiary (%)","UIS.FGP.5T8.F600","Lithuania","LTU","2005","25.538",""
"Female share of graduates in Information and Communication Technologies programmes, tertiary (%)","UIS.FGP.5T8.F600","Lithuania","LTU","2004","26.944",""
"Female share of graduates in Information and Communication Technologies programmes, tertiary (%)","UIS.FGP.5T8.F600","Lithuania","LTU","2003","33.376",""
"Female share of graduates in Information and Communication Technologies programmes, tertiary (%)","UIS.FGP.5T8.F600","Lithuania","LTU","2002","35.105",""
"Female share of graduates in Information and Communication Technologies programmes, tertiary (%)","UIS.FGP.5T8.F600","Lithuania","LTU","2001","36.610",""
"Female share of graduates in Information and Communication Technologies programmes, tertiary (%)","UIS.FGP.5T8.F600","Lithuania","LTU","2000","34.594",""
"Female share of graduates in Information and Communication Technologies programmes, tertiary (%)","UIS.FGP.5T8.F600","Lithuania","LTU","1999","37.557",""
"Female share of graduates in Information and Communication Technologies programmes, tertiary (%)","UIS.FGP.5T8.F600","Luxembourg","LUX","2016","19.588",""
"Female share of graduates in Information and Communication Technologies programmes, tertiary (%)","UIS.FGP.5T8.F600","Luxembourg","LUX","2015","10.417",""
"Female share of graduates in Information and Communication Technologies programmes, tertiary (%)","UIS.FGP.5T8.F600","Luxembourg","LUX","2014","10.448",""
"Female share of graduates in Information and Communication Technologies programmes, tertiary (%)","UIS.FGP.5T8.F600","Luxembourg","LUX","2013","14.706",""
"Female share of graduates in Information and Communication Technologies programmes, tertiary (%)","UIS.FGP.5T8.F600","Luxembourg","LUX","2012","25.926",""
"Female share of graduates in Information and Communication Technologies programmes, tertiary (%)","UIS.FGP.5T8.F600","Luxembourg","LUX","2008","15.909",""
"Female share of graduates in Information and Communication Technologies programmes, tertiary (%)","UIS.FGP.5T8.F600","Macao SAR, China","MAC","2018","22.744",""
"Female share of graduates in Information and Communication Technologies programmes, tertiary (%)","UIS.FGP.5T8.F600","Macao SAR, China","MAC","2017","19.124",""
"Female share of graduates in Information and Communication Technologies programmes, tertiary (%)","UIS.FGP.5T8.F600","Macao SAR, China","MAC","2016","16.268",""
"Female share of graduates in Information and Communication Technologies programmes, tertiary (%)","UIS.FGP.5T8.F600","Macao SAR, China","MAC","2015","11.962",""
"Female share of graduates in Information and Communication Technologies programmes, tertiary (%)","UIS.FGP.5T8.F600","Macao SAR, China","MAC","2012","14.872",""
"Female share of graduates in Information and Communication Technologies programmes, tertiary (%)","UIS.FGP.5T8.F600","Macao SAR, China","MAC","2011","14.530",""
"Female share of graduates in Information and Communication Technologies programmes, tertiary (%)","UIS.FGP.5T8.F600","Macao SAR, China","MAC","2010","16.114",""
"Female share of graduates in Information and Communication Technologies programmes, tertiary (%)","UIS.FGP.5T8.F600","Macao SAR, China","MAC","2009","17.021",""
"Female share of graduates in Information and Communication Technologies programmes, tertiary (%)","UIS.FGP.5T8.F600","Macao SAR, China","MAC","2008","10.909",""
"Female share of graduates in Information and Communication Technologies programmes, tertiary (%)","UIS.FGP.5T8.F600","Macao SAR, China","MAC","2007","13.291",""
